,test_pos,test_neg,train_pos,train_neg
3408,tt0088583,tt0068416,tt0027657,tt0091993
3409,tt0088583,tt0068416,tt0027657,tt0091993
3410,tt0088583,tt0314624,tt0099446,tt0091993
3411,tt0734646,tt0050718,tt0099446,tt0204292
3412,tt0734646,tt0050718,tt0099446,tt0101625
3413,tt0734646,tt0430224,tt0841084,tt0101625
3414,tt0734646,tt0066553,tt0841084,tt0154029
3415,tt0388364,tt0119258,tt0841084,tt0132495
3416,tt0388364,tt0078204,tt0841084,tt0304584
3417,tt0388364,tt0434541,tt0841084,tt0304584
3418,tt0388364,tt0434541,tt0446345,tt0304584
3419,tt0388364,tt0434541,tt0446345,tt0304584
3420,tt0388364,tt0434541,tt0446345,tt0304584
3421,tt0388364,tt0434541,tt0446345,tt0304584
3422,tt0388364,tt0434541,tt0446345,tt0304584
3423,tt0388364,tt0434541,tt0446345,tt0069914
3424,tt0388364,tt0434541,tt0446345,tt0087499
3425,tt0388364,tt0434541,tt0446345,tt0087499
3426,tt0388364,tt0434541,tt0446345,tt0224186
3427,tt0388364,tt0097334,tt0446345,tt0024509
3428,tt0365763,tt0097334,tt0446345,tt0024509
3429,tt0365763,tt0097334,tt0446345,tt0203726
3430,tt0365763,tt0421143,tt0446345,tt0203726
3431,tt0365763,tt0421143,tt0106671,tt0203726
3432,tt0365763,tt0421143,tt0106671,tt0203726
3433,tt0365763,tt0421143,tt0106671,tt0203726
3434,tt0365763,tt0421143,tt0223119,tt0203726
3435,tt0365763,tt0116213,tt0223119,tt0203726
3436,tt0365763,tt0116213,tt0223119,tt0203726
3437,tt0116675,tt0116213,tt0463027,tt0428081
3438,tt0116675,tt0116213,tt0463027,tt0428081
3439,tt0116675,tt0116213,tt0463027,tt0428081
3440,tt0105906,tt0756601,tt0463027,tt0428081
3441,tt0105906,tt0756601,tt0463027,tt0428081
3442,tt0105906,tt0101120,tt0463027,tt0428081
3443,tt0105906,tt0101120,tt0463027,tt0428081
3444,tt0105906,tt0101120,tt0463027,tt0428081
3445,tt0105906,tt0101120,tt0463027,tt0428081
3446,tt0100924,tt0118603,tt0463027,tt0428081
3447,tt0100924,tt0118603,tt0480586,tt0428081
3448,tt0100924,tt0118603,tt0480586,tt0428081
3449,tt0100924,tt0088634,tt0480586,tt0049384
3450,tt0100924,tt0189972,tt0389957,tt0049384
3451,tt0075030,tt0452866,tt0389957,tt0049384
3452,tt0075030,tt0452866,tt0389957,tt0434008
3453,tt0075030,tt0452866,tt0389957,tt0434008
3454,tt0075030,tt0367344,tt0389957,tt0189456
3455,tt0417791,tt0119925,tt0066932,tt0189456
3456,tt0417791,tt0214874,tt0066932,tt0189456
3457,tt0417791,tt0214874,tt0066932,tt0189456
3458,tt0417791,tt0301910,tt0066932,tt0189456
3459,tt0417791,tt0301910,tt0066932,tt0189456
3460,tt0417791,tt0379865,tt0066932,tt0189456
3461,tt0417791,tt0379865,tt0066932,tt0189456
3462,tt0417791,tt0379865,tt0066932,tt0189456
3463,tt0417791,tt0379865,tt0228979,tt0189456
3464,tt0417791,tt0379865,tt0228979,tt0189456
3465,tt0417791,tt0379865,tt0228979,tt0189456
3466,tt0417791,tt0379865,tt0228979,tt0189456
3467,tt0417791,tt0379865,tt0228979,tt0189456
3468,tt0417791,tt0379865,tt0228979,tt0189456
3469,tt0417791,tt0385449,tt0228979,tt0189456
3470,tt0417791,tt0385449,tt0228979,tt0252028
3471,tt0417791,tt0385449,tt0228979,tt0252028
3472,tt0417791,tt0385449,tt0228979,tt0252028
3473,tt0417791,tt0385449,tt0228979,tt0252028
3474,tt0417791,tt0385449,tt0228979,tt0252028
3475,tt0417791,tt0385449,tt0228979,tt0252028
3476,tt0417791,tt0233687,tt0228979,tt0252028
3477,tt0417791,tt0233687,tt0083475,tt0252028
3478,tt0417791,tt0198913,tt0083475,tt0252028
3479,tt0417791,tt0198913,tt0083475,tt0252028
3480,tt0417791,tt0198913,tt0123186,tt0252028
3481,tt0417791,tt0093648,tt0123186,tt0252028
3482,tt0417791,tt0093648,tt0123186,tt0252028
3483,tt0417791,tt0093648,tt0123186,tt0252028
3484,tt0417791,tt0093648,tt0123186,tt0252028
3485,tt0086288,tt0093648,tt0236877,tt0252028
3486,tt0086288,tt0093648,tt0236877,tt0252028
3487,tt0086288,tt0066815,tt0236877,tt0252028
3488,tt0086288,tt0066815,tt0236877,tt0102439
3489,tt0284953,tt0066815,tt0245095,tt0102439
3490,tt0284953,tt0066815,tt0245095,tt0027593
3491,tt0284953,tt0375679,tt0245095,tt0077559
3492,tt0284953,tt0375679,tt0245095,tt0077559
3493,tt0284953,tt0375679,tt0316188,tt0077559
3494,tt0284953,tt0375679,tt0316188,tt0077559
3495,tt0284953,tt0375679,tt0316188,tt0821375
3496,tt0284953,tt0375679,tt0316188,tt0821375
3497,tt0284953,tt0375679,tt0316188,tt0821375
3498,tt0284953,tt0375679,tt0316188,tt0821375
3499,tt0284953,tt0375679,tt0316188,tt0821375
3500,tt0284953,tt0375679,tt0316188,tt0821375
3501,tt0284953,tt0375679,tt0316188,tt0821375
3502,tt0284953,tt0375679,tt0316188,tt0821375
3503,tt0284953,tt0375679,tt0316188,tt0821375
3504,tt0284953,tt0375679,tt0316188,tt0821375
3505,tt0284953,tt0375679,tt0316188,tt0821375
3506,tt0082592,tt0375679,tt0316188,tt0821375
3507,tt0082592,tt0375679,tt0316188,tt0073076
3508,tt0082592,tt0375679,tt0316188,tt0073076
3509,tt0082592,tt0375679,tt0316188,tt0284978
3510,tt0082592,tt0375679,tt0316188,tt0284978
3511,tt0082592,tt0193837,tt0243377,tt0284978
3512,tt0082592,tt0193837,tt0243377,tt0284978
3513,tt0082592,tt0193837,tt0243377,tt0284978
3514,tt0082592,tt0193837,tt0036260,tt0284978
3515,tt0082592,tt0193837,tt0036260,tt0035689
3516,tt0082592,tt0193837,tt0036260,tt0035689
3517,tt0082592,tt0910860,tt0036260,tt0106582
3518,tt0082592,tt0910860,tt0036260,tt0106582
3519,tt0082592,tt0069454,tt0036260,tt0106582
3520,tt0082592,tt0146562,tt0036260,tt0106582
3521,tt0082592,tt0146562,tt0036260,tt0106582
3522,tt0082592,tt0323443,tt0036260,tt0106582
3523,tt0082592,tt0136735,tt0036260,tt0106582
3524,tt0082592,tt0136735,tt0036260,tt0106582
3525,tt0082592,tt0136735,tt0036260,tt0106582
3526,tt0082592,tt0136735,tt0036260,tt0106582
3527,tt0082592,tt0675269,tt0036260,tt0309832
3528,tt0082592,tt0156417,tt0036260,tt0210741
3529,tt0082592,tt0156417,tt0036260,tt0365686
3530,tt0082592,tt0156417,tt0036260,tt0365686
3531,tt0082592,tt0156417,tt0036260,tt0365686
3532,tt0082592,tt0114070,tt0036260,tt0365686
3533,tt0082592,tt0114070,tt0036260,tt0365686
3534,tt0082592,tt0114070,tt0036260,tt0365686
3535,tt0249301,tt0114070,tt0455566,tt0365686
3536,tt0249301,tt0114070,tt0455566,tt0365686
3537,tt0249301,tt0114070,tt0455566,tt0365686
3538,tt0249301,tt0114070,tt0455566,tt0365686
3539,tt0249301,tt0114070,tt0455566,tt0365686
3540,tt0249301,tt0028804,tt0455566,tt0365686
3541,tt0249301,tt0119790,tt0048140,tt0365686
3542,tt0249301,tt0119790,tt0048140,tt0365686
3543,tt0249301,tt0119790,tt0048140,tt0365686
3544,tt0092580,tt0119790,tt0048140,tt0079212
3545,tt0092580,tt0119790,tt0048140,tt0090567
3546,tt0092580,tt0896798,tt0048140,tt0090567
3547,tt0092580,tt0896798,tt0048140,tt0141842
3548,tt0092580,tt0896798,tt0048140,tt0064665
3549,tt0092580,tt0896798,tt0048140,tt0364829
3550,tt0092580,tt0896798,tt0048140,tt0364829
3551,tt0022639,tt0896798,tt0048140,tt0084133
3552,tt0022639,tt0119710,tt0048140,tt0084133
3553,tt0022639,tt0199725,tt0048140,tt0084133
3554,tt0022639,tt0199725,tt0048140,tt0084133
3555,tt0123349,tt0024819,tt0048140,tt0084133
3556,tt0123349,tt0044829,tt0048140,tt0084133
3557,tt0123349,tt0478273,tt0048140,tt0084133
3558,tt0123349,tt0040548,tt0048140,tt0084133
3559,tt0062429,tt0762068,tt0048140,tt0084133
3560,tt0062429,tt0762068,tt0048140,tt0183992
3561,tt0062429,tt0762068,tt0048140,tt0098084
3562,tt0062429,tt0762068,tt0048140,tt0098084
3563,tt0062429,tt0762068,tt0048140,tt0098084
3564,tt0062429,tt0095467,tt0048140,tt0098084
3565,tt0062429,tt0095467,tt0048140,tt0098084
3566,tt0062429,tt0095467,tt0048140,tt0098084
3567,tt0062429,tt0114704,tt0048140,tt0098084
3568,tt0062429,tt0805576,tt0218891,tt0085863
3569,tt0845967,tt0039365,tt0218891,tt0085863
3570,tt0845967,tt0039365,tt0218891,tt0085863
3571,tt0845967,tt0471018,tt0218891,tt0085863
3572,tt0845967,tt0471018,tt0218891,tt0085863
3573,tt0845967,tt0471018,tt0218891,tt0085863
3574,tt0845967,tt0471018,tt0088176,tt0085863
3575,tt0119068,tt0154059,tt0088176,tt0085863
3576,tt0119068,tt0217978,tt0088176,tt0085863
3577,tt0137279,tt0217978,tt0088176,tt0085863
3578,tt0137279,tt0217978,tt0088176,tt0085863
3579,tt0296310,tt0217978,tt0088176,tt0085863
3580,tt0296310,tt0217978,tt0088176,tt0085863
3581,tt0296310,tt0217978,tt0088176,tt0085863
3582,tt0296310,tt0217978,tt0088176,tt0018328
3583,tt0296310,tt0217978,tt0114419,tt0118787
3584,tt0296310,tt0388154,tt0114419,tt0118787
3585,tt0296310,tt0288808,tt0114419,tt0118787
3586,tt0296310,tt0288808,tt0114419,tt0118787
3587,tt0296310,tt0288808,tt0114419,tt0073880
3588,tt0296310,tt0149453,tt0114419,tt0073880
3589,tt0296310,tt0347037,tt0114419,tt0092656
3590,tt0296310,tt0116126,tt0210075,tt0467491
3591,tt0296310,tt0116126,tt0210075,tt0467491
3592,tt0296310,tt0116126,tt0210075,tt0467491
3593,tt0296310,tt0116126,tt0210075,tt0129519
3594,tt0238112,tt0116126,tt0210075,tt0129519
3595,tt0238112,tt0116126,tt0210075,tt0129519
3596,tt0238112,tt0116126,tt0210075,tt0129519
3597,tt0238112,tt0116126,tt0210075,tt0129519
3598,tt0238112,tt0401398,tt0210075,tt0118580
3599,tt0238112,tt0401398,tt0210075,tt0118580
3600,tt0238112,tt0401398,tt0210075,tt0118580
3601,tt0238112,tt0401398,tt0210075,tt0118580
3602,tt0238112,tt0401398,tt0210075,tt0125510
3603,tt0238112,tt0401398,tt0210075,tt0125510
3604,tt0238112,tt0401398,tt0210075,tt0125510
3605,tt0238112,tt0401398,tt0210075,tt0125510
3606,tt0238112,tt0401398,tt0210075,tt0125510
3607,tt0238112,tt0401398,tt0210075,tt0125510
3608,tt0238112,tt0401398,tt0210075,tt0125510
3609,tt0238112,tt0115976,tt0210075,tt0125510
3610,tt0238112,tt0115976,tt0210075,tt0125510
3611,tt0238112,tt0115976,tt0210075,tt0125510
3612,tt0238112,tt0320483,tt0210075,tt0125510
3613,tt0238112,tt0320483,tt0210075,tt0125510
3614,tt0238112,tt0320483,tt0210075,tt0125510
3615,tt0238112,tt0320483,tt0210075,tt0125510
3616,tt0238112,tt0320483,tt0210075,tt0125510
3617,tt0238112,tt0320483,tt0210075,tt0125510
3618,tt0238112,tt0320483,tt0210075,tt0463536
3619,tt0238112,tt0320483,tt0265662,tt0463536
3620,tt0074855,tt0415463,tt0265662,tt0066256
3621,tt0074855,tt0415463,tt0265662,tt0066256
3622,tt0276428,tt0415463,tt0265662,tt0066256
3623,tt0276428,tt0415463,tt0265662,tt0065905
3624,tt0276428,tt0415463,tt0265662,tt0065905
3625,tt0022788,tt0415463,tt0265662,tt0043278
3626,tt0022788,tt0415463,tt0265662,tt0043278
3627,tt0022788,tt0415463,tt0265662,tt0043278
3628,tt0196516,tt0415463,tt0265662,tt0043278
3629,tt0196516,tt0415463,tt0265662,tt0043278
3630,tt0196516,tt0415463,tt0265662,tt0084476
3631,tt0457076,tt0415463,tt0265662,tt0084476
3632,tt0457076,tt0415463,tt0265662,tt0084476
3633,tt0457076,tt0415463,tt0265662,tt0027656
3634,tt0457076,tt0415463,tt0265662,tt0219691
3635,tt0457076,tt0415463,tt0265662,tt0094868
3636,tt0310332,tt0415463,tt0265662,tt0094868
3637,tt0299879,tt0415463,tt0265662,tt0094868
3638,tt0299879,tt0415463,tt0265662,tt0094868
3639,tt0299879,tt0415463,tt0265662,tt0264410
3640,tt0299879,tt0415463,tt0265662,tt0264410
3641,tt0299879,tt0415463,tt0265662,tt0264410
3642,tt0094668,tt0415463,tt0265662,tt0365960
3643,tt0094668,tt0415463,tt0265662,tt0365960
3644,tt0094668,tt0415463,tt0265662,tt0365960
3645,tt0044154,tt0430745,tt0265662,tt0124800
3646,tt0044154,tt0430745,tt0265662,tt0124800
3647,tt0044154,tt0430745,tt0265662,tt0103157
3648,tt0044154,tt0218727,tt0115309,tt0103157
3649,tt0044154,tt0218727,tt0115309,tt0071003
3650,tt0044154,tt0218727,tt0115309,tt0076770
3651,tt0390079,tt0218727,tt0115309,tt0076770
3652,tt0390079,tt0022001,tt0115309,tt0188045
3653,tt0390079,tt0149601,tt0114929,tt0121556
3654,tt0390079,tt0478129,tt0114929,tt0104570
3655,tt0390079,tt0478129,tt0043809,tt0104570
3656,tt0390079,tt0478129,tt0043809,tt0104570
3657,tt0390079,tt0478129,tt0043809,tt0093296
3658,tt0390079,tt0478129,tt0043809,tt0065750
3659,tt0390079,tt0478129,tt0043809,tt0065750
3660,tt0390079,tt0478129,tt0043809,tt0065750
3661,tt0390079,tt0478129,tt0043809,tt0065750
3662,tt0390079,tt0478129,tt0043809,tt0065750
3663,tt0390079,tt0478129,tt0043809,tt0065750
3664,tt0390079,tt0478129,tt0562992,tt0065750
3665,tt0390079,tt0478129,tt0562992,tt0065750
3666,tt0219374,tt0478129,tt0562992,tt0065750
3667,tt0219374,tt0375570,tt0337640,tt0221885
3668,tt0219374,tt0039066,tt0337640,tt0221885
3669,tt0219374,tt0039066,tt0337640,tt0221885
3670,tt0219374,tt0039066,tt0337640,tt0221885
3671,tt0219374,tt0039066,tt0337640,tt0221885
3672,tt0219374,tt0488164,tt0337640,tt0221885
3673,tt0219374,tt0488164,tt0401711,tt0221885
3674,tt0219374,tt0488164,tt0401711,tt0221885
3675,tt0219374,tt0488164,tt0401711,tt0221885
3676,tt0219374,tt0488164,tt0401711,tt0082116
3677,tt0219374,tt0488164,tt0401711,tt0082116
3678,tt0219374,tt0488164,tt0401711,tt0082116
3679,tt0219374,tt0488164,tt0401711,tt0114129
3680,tt0219374,tt0488164,tt0401711,tt0454440
3681,tt0219374,tt0488164,tt0401711,tt0421239
3682,tt0219374,tt0488164,tt0401711,tt0421239
3683,tt0219374,tt0488164,tt0401711,tt0421239
3684,tt0219374,tt0488164,tt0401711,tt0421239
3685,tt0219374,tt0488164,tt0401711,tt0421239
3686,tt0219374,tt0488164,tt0401711,tt0421239
3687,tt0219374,tt0488164,tt0401711,tt0425818
3688,tt0219374,tt0488164,tt0401711,tt0326746
3689,tt0219374,tt0488164,tt0401711,tt0326746
3690,tt0219374,tt0488164,tt0401711,tt0326746
3691,tt0219374,tt0488164,tt0401711,tt0326746
3692,tt0219374,tt0488164,tt0401711,tt0326746
3693,tt0219374,tt0488164,tt0401711,tt0326746
3694,tt0219374,tt0051380,tt0401711,tt0326746
3695,tt0165503,tt0051380,tt0401711,tt0326746
3696,tt0165503,tt0051380,tt0401711,tt0118144
3697,tt0165503,tt0051380,tt0471930,tt0485601
3698,tt0165503,tt0051380,tt0471930,tt0485601
3699,tt0165503,tt0051380,tt0471930,tt0231775
3700,tt0165503,tt0051380,tt0124394,tt0231775
3701,tt0165503,tt0163503,tt0124394,tt0231775
3702,tt0439491,tt0316272,tt0124394,tt0231775
3703,tt0439491,tt0316272,tt0124394,tt0231775
3704,tt0100172,tt0124307,tt0124394,tt0231775
3705,tt0100172,tt0124307,tt0119196,tt0231775
3706,tt0100172,tt0124307,tt0119196,tt0231775
3707,tt0304858,tt0124307,tt0119196,tt0231775
3708,tt0304858,tt0124307,tt0119196,tt0231775
3709,tt0304858,tt0099701,tt0119196,tt0231775
3710,tt0304858,tt0099701,tt0119196,tt0231775
3711,tt0304858,tt0099701,tt0119196,tt0231775
3712,tt0304858,tt0099701,tt0119196,tt0231775
3713,tt0304858,tt0099701,tt0119196,tt0231775
3714,tt0304858,tt0069634,tt0295216,tt0231775
3715,tt0304858,tt0118523,tt0363243,tt0231775
3716,tt0085426,tt0118523,tt0363243,tt0231775
3717,tt0085426,tt0118523,tt0363243,tt0231775
3718,tt0085426,tt0112929,tt0170691,tt0231775
3719,tt0085426,tt0112929,tt0170691,tt0329502
3720,tt0085426,tt0037095,tt0170691,tt0329502
3721,tt0085426,tt0246578,tt0170691,tt0070795
3722,tt0085426,tt0116289,tt0170691,tt0070795
3723,tt0085426,tt0116289,tt0170691,tt0070795
3724,tt0085426,tt0116289,tt0170691,tt0070795
3725,tt0085426,tt0116289,tt0170691,tt0070795
3726,tt0085426,tt0116289,tt0170691,tt0070795
3727,tt0085426,tt0116289,tt0170691,tt0070795
3728,tt0085426,tt0116289,tt0170691,tt0070795
3729,tt0085426,tt0116289,tt0170691,tt0070795
3730,tt0085426,tt0116289,tt0170691,tt0070795
3731,tt0956038,tt0116289,tt0170691,tt0070795
3732,tt0956038,tt0116289,tt0170691,tt0070795
3733,tt0956038,tt0116289,tt0170691,tt0095834
3734,tt0956038,tt0116289,tt0170691,tt0095834
3735,tt0956038,tt0116289,tt0170691,tt0099209
3736,tt0956038,tt0116289,tt0170691,tt0090713
3737,tt0956038,tt0104225,tt0170691,tt0090713
3738,tt0956038,tt0104225,tt0170691,tt0175877
3739,tt0956038,tt0104225,tt0170691,tt0175877
3740,tt0956038,tt0187636,tt0170691,tt0175877
3741,tt0956038,tt0187636,tt0170691,tt0175877
3742,tt0956038,tt0275236,tt0170691,tt0175877
3743,tt0956038,tt0135169,tt0176369,tt0475043
3744,tt0956038,tt0362225,tt0176369,tt0475043
3745,tt0046057,tt0362225,tt0176369,tt0475043
3746,tt0046057,tt0362225,tt0469189,tt0460673
3747,tt0046057,tt0362225,tt0469189,tt0306714
3748,tt0046057,tt0362225,tt0469189,tt0306714
3749,tt0046057,tt0362225,tt0469189,tt0306714
3750,tt0046057,tt0102832,tt0469189,tt0306714
3751,tt0244491,tt0051174,tt0469189,tt0306714
3752,tt0244491,tt0051174,tt0469189,tt0708772
3753,tt0285148,tt0051174,tt0469189,tt0708772
3754,tt0285148,tt0383788,tt0048295,tt0708772
3755,tt0285148,tt0098554,tt0048295,tt0339531
3756,tt0285148,tt0098554,tt0048295,tt0339531
3757,tt0285148,tt0098554,tt0101452,tt0339531
3758,tt0084171,tt0042897,tt0101452,tt0339531
3759,tt0084171,tt0042897,tt0101452,tt0339531
3760,tt0084171,tt0042897,tt0101452,tt0339531
3761,tt0084171,tt0042897,tt0101452,tt0339531
3762,tt0084171,tt0042897,tt0101452,tt0339531
3763,tt0084171,tt0042897,tt0101452,tt0339531
3764,tt0084171,tt0042897,tt0101452,tt0339531
3765,tt0084171,tt0042897,tt0101452,tt0339531
3766,tt0084171,tt0042897,tt0101452,tt0339531
3767,tt0084171,tt0042897,tt0101452,tt0339531
3768,tt0084171,tt0316142,tt0101452,tt0339531
3769,tt0084171,tt0369672,tt0101452,tt0339531
3770,tt0084171,tt0369672,tt0101452,tt0099422
3771,tt0084171,tt0369672,tt0101452,tt0099422
3772,tt0084171,tt0369672,tt0101452,tt0099422
3773,tt0084171,tt0369672,tt0101452,tt0099422
3774,tt0084171,tt0369672,tt0101452,tt0099422
3775,tt0084171,tt0310203,tt0101452,tt0099422
3776,tt0084171,tt0138771,tt0101452,tt0166813
3777,tt0084171,tt0138771,tt0101452,tt0166813
3778,tt0009611,tt0073393,tt0101452,tt0166813
3779,tt0009611,tt0073393,tt0101452,tt0166813
3780,tt0009611,tt0073393,tt0101452,tt0166813
3781,tt0009611,tt0073393,tt0101452,tt0166813
3782,tt0009611,tt0073393,tt0101452,tt0166813
3783,tt0009611,tt0073393,tt0101452,tt0166813
3784,tt0009611,tt0073393,tt0101452,tt0086250
3785,tt0009611,tt0123380,tt0101452,tt0086250
3786,tt0009611,tt0123380,tt0219288,tt0086250
3787,tt0009611,tt0153644,tt0219288,tt0086250
3788,tt0009611,tt0153644,tt0219288,tt0346039
3789,tt0009611,tt0153644,tt0219288,tt0346039
3790,tt0009611,tt0425483,tt0234407,tt0328084
3791,tt0009611,tt0425483,tt0234407,tt0328084
3792,tt0009611,tt0425483,tt0234407,tt0107719
3793,tt0009611,tt0425483,tt0234407,tt0107719
3794,tt0080419,tt0425483,tt0234407,tt0368474
3795,tt0080419,tt0078856,tt0234407,tt0368474
3796,tt0062369,tt0078856,tt0234407,tt0113948
3797,tt0062369,tt0078856,tt0234407,tt0113948
3798,tt0062369,tt0078856,tt0234407,tt0113948
3799,tt0062369,tt0078856,tt0945542,tt0113948
3800,tt0104922,tt0078856,tt0945542,tt0113948
3801,tt0104922,tt0078856,tt0945542,tt0109127
3802,tt0104922,tt0078856,tt0945542,tt0109127
3803,tt0104922,tt0078856,tt0945542,tt0109127
3804,tt0104922,tt0078856,tt0945542,tt0457513
3805,tt0104922,tt0078856,tt0945542,tt0457513
3806,tt0104922,tt0050594,tt0945542,tt0457513
3807,tt0104922,tt0050594,tt0945542,tt0457513
3808,tt0104922,tt0422401,tt0945542,tt0457513
3809,tt0104922,tt0422401,tt0945542,tt0092359
3810,tt0104922,tt0422401,tt0945542,tt0092359
3811,tt0104922,tt0422401,tt0945542,tt0092359
3812,tt0104922,tt0422401,tt0945542,tt0092359
3813,tt0343644,tt0422401,tt0817225,tt0092359
3814,tt0343644,tt0422401,tt0817225,tt0092359
3815,tt0195630,tt0422401,tt0817225,tt0092359
3816,tt0195630,tt0422401,tt0817225,tt0092359
3817,tt0112111,tt0422401,tt0817225,tt0092359
3818,tt0112111,tt0422401,tt0817225,tt0092359
3819,tt0112111,tt0422401,tt0817225,tt0023498
3820,tt0112111,tt0422401,tt0817225,tt0023498
3821,tt0112111,tt0422401,tt0817225,tt0023498
3822,tt0112111,tt0422401,tt0817225,tt0023498
3823,tt0112111,tt0422401,tt0817225,tt0023498
3824,tt0112111,tt0068273,tt0817225,tt0431170
3825,tt0112111,tt0068273,tt0817225,tt0431170
3826,tt0112111,tt0250698,tt0817225,tt0074776
3827,tt0708420,tt0250698,tt0095280,tt0074776
3828,tt0708420,tt0250698,tt0095280,tt0074776
3829,tt0708420,tt0250698,tt0095280,tt0074776
3830,tt0708420,tt0396223,tt0095280,tt0074776
3831,tt0708420,tt0396223,tt0155732,tt0074776
3832,tt0708420,tt0396223,tt0155732,tt0074776
3833,tt0708420,tt0265118,tt0155732,tt0150786
3834,tt0708420,tt0265118,tt0758442,tt0150786
3835,tt0708420,tt0265118,tt0758442,tt0150786
3836,tt0708420,tt0265118,tt0758442,tt0150786
3837,tt0065421,tt0265118,tt0039311,tt0350091
3838,tt0065421,tt0265118,tt0086543,tt0350091
3839,tt0065421,tt0265118,tt0086543,tt0117995
3840,tt0065421,tt0265118,tt0086543,tt0098672
3841,tt0065421,tt0119887,tt0086543,tt0089343
3842,tt0065421,tt0119887,tt0086543,tt0100899
3843,tt0065421,tt0119887,tt0086543,tt0340652
3844,tt0065421,tt0119887,tt0086543,tt0116885
3845,tt0065421,tt0119887,tt0086543,tt0025586
3846,tt0065421,tt0119887,tt0086543,tt0025586
3847,tt0065421,tt0119887,tt0086543,tt0067975
3848,tt0065421,tt0119887,tt0086543,tt0067975
3849,tt0065421,tt0119887,tt0086543,tt0067975
3850,tt0065421,tt0119887,tt0086543,tt0970935
3851,tt0065421,tt0119887,tt0086543,tt0295289
3852,tt0065421,tt0119887,tt0086543,tt0295289
3853,tt0065421,tt0119887,tt0086543,tt0295289
3854,tt0065421,tt0119887,tt0086543,tt0295289
3855,tt0065421,tt0119887,tt0086543,tt0295289
3856,tt0065421,tt0119887,tt0086543,tt0295289
3857,tt0065421,tt0119887,tt0086543,tt0295289
3858,tt0065421,tt0119887,tt0086543,tt0295289
3859,tt0065421,tt0119887,tt0086543,tt0295289
3860,tt0065421,tt0119887,tt0086543,tt0295289
3861,tt0065421,tt0119887,tt0237616,tt0295289
3862,tt0065421,tt0435716,tt0237616,tt0295289
3863,tt0065421,tt0435716,tt0046647,tt0295289
3864,tt0065421,tt0435716,tt0046647,tt0295289
3865,tt0065421,tt0435716,tt0046647,tt0295289
3866,tt0065421,tt0022698,tt0046647,tt0295289
3867,tt0756593,tt0022698,tt0183056,tt0295289
3868,tt0756593,tt0022698,tt0183056,tt0040525
3869,tt0756593,tt0062188,tt0183056,tt0040525
3870,tt0756593,tt0062188,tt0183056,tt0459744
3871,tt0380201,tt0062188,tt0183056,tt0114736
3872,tt0380201,tt0062188,tt0409673,tt0114736
3873,tt0380201,tt0062188,tt0409673,tt0114736
3874,tt0380201,tt0062188,tt0409673,tt0114736
3875,tt0020701,tt0062188,tt0409673,tt0076191
3876,tt0808180,tt0062188,tt0386850,tt0076191
3877,tt0808180,tt0062188,tt0386850,tt0076191
3878,tt0808180,tt0805184,tt0386850,tt0076191
3879,tt0808180,tt0805184,tt0386850,tt0076191
3880,tt0808180,tt0805184,tt0386850,tt0076191
3881,tt0391229,tt0805184,tt0386850,tt0076191
3882,tt0391229,tt0805184,tt0184424,tt0076191
3883,tt0391229,tt0805184,tt0184424,tt0076191
3884,tt0391229,tt0805184,tt0184424,tt0076191
3885,tt0391229,tt0160142,tt0184424,tt0076191
3886,tt0391229,tt0160142,tt0184424,tt0076191
3887,tt0391229,tt0160142,tt0184424,tt0076191
3888,tt0391229,tt0077405,tt0184424,tt0076191
3889,tt0391229,tt0077405,tt0184424,tt0076191
3890,tt0391229,tt0077405,tt0184424,tt0076191
3891,tt0206305,tt0077405,tt0184424,tt0076191
3892,tt0206305,tt0077405,tt0184424,tt0076191
3893,tt0206305,tt0077405,tt0184424,tt0076191
3894,tt0206305,tt0077405,tt0184424,tt0076191
3895,tt0206305,tt0069848,tt0184424,tt0076191
3896,tt0206305,tt0069848,tt0184424,tt0076191
3897,tt0206305,tt0069848,tt0184424,tt0053054
3898,tt0206305,tt0157102,tt0184424,tt0082661
3899,tt0206305,tt0157102,tt0184424,tt0082661
3900,tt0206305,tt0157102,tt0184424,tt0118308
3901,tt0206305,tt0040508,tt0184424,tt0118308
3902,tt0206305,tt0231956,tt0184424,tt0118308
3903,tt0069461,tt0231956,tt0184424,tt0118308
3904,tt0069461,tt0231956,tt0184424,tt0118308
3905,tt0069461,tt0231956,tt0184424,tt0107151
3906,tt0069461,tt0231956,tt0184424,tt0107151
3907,tt0069461,tt0231956,tt0184424,tt0107151
3908,tt0069461,tt0120199,tt0184424,tt0107151
3909,tt0397065,tt0120199,tt0184424,tt0107151
3910,tt0397065,tt0120199,tt0184424,tt0107151
3911,tt0397065,tt0120199,tt0184424,tt0107151
3912,tt0397065,tt0120199,tt0085297,tt0107151
3913,tt0397065,tt0120199,tt0085297,tt0107151
3914,tt0397065,tt0120199,tt0085297,tt0107151
3915,tt0397065,tt0120199,tt0085297,tt0107151
3916,tt0397065,tt0120199,tt0085297,tt0107151
3917,tt0397065,tt0120199,tt0085297,tt0107151
3918,tt0397065,tt0120199,tt0085297,tt0093978
3919,tt0397065,tt0120199,tt0085297,tt0093978
3920,tt0397065,tt0043545,tt0085297,tt0133313
3921,tt0397065,tt0043545,tt0085297,tt0133313
3922,tt0397065,tt0043545,tt0085297,tt0133313
3923,tt0397065,tt0043545,tt0085297,tt0021074
3924,tt0397065,tt0043545,tt0032155,tt0090944
